uniq_id,description,image,cat_lvl_0,cat_lvl_1,cat_lvl_2,cat_lvl_3,encoded_cat_lvl_0,image_path,clusters_labels
e9420e9483f16db81c64dddf99f34841,"Key Features of Dungri India Craft Ducjug010-ducgl012-2 Jug Glass Set Jug: Height- 8 inches, Dia - 4.2 inches, Depth 7.5 inches, Width 7 inches,capacity 1744 ml, Weight - 430 Grams,Dungri India Craft Ducjug010-ducgl012-2 Jug Glass Set (Copper) Price: Rs. 1,399 Copper Utensils And Serving Copper Ware Helped To Prevent The Spread Of Diseases. In Many Tests It Showed That 99.9% Of The Bacteria On Copper Alloy Surfaces (With 65% Or Greater Copper Content) Were Eliminated Within 2 Hours Of Exposure. According To Research At Southampton University In The U.K., Mrsa Microbes Remain Alive On Stainless Steel Surfaces For Up To Three Days, Whereas The Same Microbes On A Copper Surface Are Eliminated Within 90 Minutes. These Copper Serving Ware Are Preferred Because It Is Durable And It Has Excellent Characteristics. The Ageless Use Of Copper Bears Testimony To Its Myriad Virtues And Everlasting Appeal. Its Therapeutic Value Has Been Handed Down To Us Through The Ages. In Fact, Water Stored In Copper Ware Is Virtually The Elixir Of Life. Purified, It Helps To Regulate Digestion And Cardiac Orders, The Basis Of Good Health, As Practiced By Ayurveda And Rishits From Old Vedic Times.   Care Tips:  * Clean Your Copperware By Hand And Avoid Dishwasher As The Detergent Can Cause Oxidation Leading To Permanat Damage. * Use A Solution Of Equal Quantities Vinegar Or Lemon Juice And Salt Diluted With Some Water At Such Times But Don'T Use It Regularly. * Avoid Scratchy Cleaners Like Steel Wool. * A Simple, Soft Cleaning Liquid On Soap Base, Hot Water And A Soft Washing Cloth Is Best For Daily Use.,Specifications of Dungri India Craft Ducjug010-ducgl012-2 Jug Glass Set (Copper) General Brand Dungri India Craft Number of Glasses 2 Model Number Ducjug010-ducgl012-2 Type Jug Glass Set Glass Shape Tumblers Material Copper Capacity per Glass 320 ml Jug Capacity 1.7 L Color Gold Dimensions Jug Height 203 mm Glass Diameter 50 mm Jug Depth 190 mm Other Dimensions Glass: Dia - 2"", Height - 4"", capacity - 320 ml, Weight - 75 grams In the Box 1 Jug 2 Glass Set Additional Features Microwave Safe No Care Instructions For Better Washing Result Wash With Pitambari Cleaning Power",e9420e9483f16db81c64dddf99f34841.jpg,Kitchen & Dining,Tableware & Cutlery,"Jug, Glass & Tray Sets","Dungri India Craft Jug, Glass & Tray Sets",5,Dataset\Images\e9420e9483f16db81c64dddf99f34841.jpg,6
a3dea07b2f7bf48276d32513091be717,"Key Features of BFT 6 W LED Bulb Pack of 1 Bulb,BFT 6 W LED Bulb (White) Price: Rs. 350 Introducing new technology in led lighting LED filament. Best suited for chandeliers table lamps and light fixtures in general as it spreads light 360-degrees,Specifications of BFT 6 W LED Bulb (White) General Brand BFT Model Number BFTCW6 Body and Design Features Material Glass Bulb Base B22 Lighting Features Light Color White Bulb Type LED Lumen 700 Power Features Power Consumption 6 W In the Box Sales Package 1 Bulb Pack of 1",a3dea07b2f7bf48276d32513091be717.jpg,Kitchen & Dining,Lighting,Bulbs,BFT Bulbs,5,Dataset\Images\a3dea07b2f7bf48276d32513091be717.jpg,0
66191b4a311b5d9babfc00a71ef97c5b,"Key Features of JMD Printed Cushions Cover Printed 40x40cm size Made of Cotton,Specifications of JMD Printed Cushions Cover (Pack of 2, 40 cm*40 cm, Multicolor) General Brand JMD Suitable For Cushions Design Code C03 Type Square Material Cotton Style Code C03 Pattern Printed Color Multicolor Dimensions Height 15 inch / 40 cm Width 15 inch / 40 cm Additional Features Reversible No In the Box Number of Contents in Sales Package Pack of 2 Sales Package Cushion Pillow Cover",66191b4a311b5d9babfc00a71ef97c5b.jpg,Home Furnishing,JMD Home Furnishing,"JMD Printed Cushions Cover (Pack of 2, 40 cm*40 ...",,4,Dataset\Images\66191b4a311b5d9babfc00a71ef97c5b.jpg,5
90e56526f4c5892beac49f262b85150a,"Key Features of Mom and Kid Baby Girl's Printed Green Top & Pyjama Set Fabric: Cotton Brand Color: Green,Mom and Kid Baby Girl's Printed Green Top & Pyjama Set Price: Rs. 309 Girls Pyjama set,Specifications of Mom and Kid Baby Girl's Printed Green Top & Pyjama Set General Details Pattern Printed Ideal For Baby Girl's Night Suit Details Fabric Cotton Type Top & Pyjama Set Neck Round Neck In the Box 1 Top & Pyjama Set",90e56526f4c5892beac49f262b85150a.jpg,Baby Care,Infant Wear,Baby Girls' Clothes,Innerwear & Sleepwear,0,Dataset\Images\90e56526f4c5892beac49f262b85150a.jpg,5
a79117ea49a0533f641facdb4c99f502,"Key Features of Kripa's Printed Cushions Cover Length 45 cm Width 45 cm,Specifications of Kripa's Printed Cushions Cover (Pack of 2, 45 cm*45 cm, Grey) General Brand Kripa's Suitable For Cushions Design Code CC-MH-02 Type Square Material Cotton Style Code CC-MH-02 Pattern Printed Color Grey Dimensions Height 17 inch / 45 cm Width 17 inch / 45 cm Additional Features Reversible Yes In the Box Number of Contents in Sales Package Pack of 2",a79117ea49a0533f641facdb4c99f502.jpg,Home Furnishing,Kripa's Home Furnishing,"Kripa's Printed Cushions Cover (Pack of 2, 45 cm...",,4,Dataset\Images\a79117ea49a0533f641facdb4c99f502.jpg,5
5325213d84c80ad310b6e4b37a1ac824,"Key Features of Mom and Kid Baby Girl's Printed Blue, Grey Top & Pyjama Set Fabric: Cotton Brand Color: Blue, Grey,Mom and Kid Baby Girl's Printed Blue, Grey Top & Pyjama Set Price: Rs. 309 Girls Pyjamaset,Specifications of Mom and Kid Baby Girl's Printed Blue, Grey Top & Pyjama Set General Details Pattern Printed Ideal For Baby Girl's Night Suit Details Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Top & Pyjama Set Neck Round Nack In the Box 1 Top & Pyjama Set",5325213d84c80ad310b6e4b37a1ac824.jpg,Baby Care,Infant Wear,Baby Girls' Clothes,Innerwear & Sleepwear,0,Dataset\Images\5325213d84c80ad310b6e4b37a1ac824.jpg,5
2d50e4c6ccf8befe9335ac8f97a11712,"Key Features of Burt s Bees Hair Repair Shea And Grapefruit Deep Conditioner Ideal For: Boys, Girls Applied For: Deep Conditioning Hair Condition: Damaged Hair Hair Type: Dry Hair,Specifications of Burt s Bees Hair Repair Shea And Grapefruit Deep Conditioner (147.5 ml) Conditioner Traits Hair Condition Damaged Hair Hair Type Dry Hair Applied For Deep Conditioning Ideal For Boys, Girls General Traits Brand Burt s Bees Quantity 147.5 ml Model Name Hair Repair Shea And Grapefruit Deep Conditioner In the Box 1 Conditioner",2d50e4c6ccf8befe9335ac8f97a11712.jpg,Beauty and Personal Care,Hair Care,Conditioners,Burt s Bees Conditioners,1,Dataset\Images\2d50e4c6ccf8befe9335ac8f97a11712.jpg,3
8050d31bffe6827c804b8222338aafb2,"Key Features of AKUP i-loves-music Ceramic Mug Pack of 1 Mug,AKUP i-loves-music Ceramic Mug (300 ml) Price: Rs. 259 AKUP Ceramic coffee mugs gives you the best quality printed mugs which you can gift to your loved ones. We provide good quality of products with packing. Coffee mugs made of ceramic clay with the volume capacity of 300ml each. You can buy it for yourself to make your moment unforgettable forever. Specifications Product Dimensions: Mugs - Height: 9.5 cms, Diameter: 8 cms. Item Type: Coffee Mug Color: Multi-Color Material: Clay Finish: Glossy Specialty: Lovely Style Wash care: Remove dirt by using a soft fabric to clean and then wipe with a moist cloth. Disclaimer: The fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality. Brand: AKUP designs & co,Specifications of AKUP i-loves-music Ceramic Mug (300 ml) General Type Mug Mug Capacity 300 ml Material Ceramic Freezer Safe Yes Microwave Safe No Dimensions Diameter 8 mm Weight 330 g Height 9.5 mm Depth 8 mm In the Box Sales Package 1 Mug",8050d31bffe6827c804b8222338aafb2.jpg,Kitchen & Dining,Coffee Mugs,AKUP Coffee Mugs,AKUP i-loves-music Ceramic Mug (300 ml),5,Dataset\Images\8050d31bffe6827c804b8222338aafb2.jpg,2
493d1eb6ad7a48a926092bf994cd0bb0,"Key Features of AKUP i-love-my-mom Ceramic Mug Pack of 1 Mug,AKUP i-love-my-mom Ceramic Mug (300 ml) Price: Rs. 259 AKUP Ceramic coffee mugs gives you the best quality printed mugs which you can gift to your loved ones. We provide good quality of products with packing. Coffee mugs made of ceramic clay with the volume capacity of 300ml each. You can buy it for yourself to make your moment unforgettable forever. Specifications Product Dimensions: Mugs - Height: 9.5 cms, Diameter: 8 cms. Item Type: Coffee Mug Color: Multi-Color Material: Clay Finish: Glossy Specialty: Lovely Style Wash care: Remove dirt by using a soft fabric to clean and then wipe with a moist cloth. Disclaimer: The fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality. Brand: AKUP designs & co,Specifications of AKUP i-love-my-mom Ceramic Mug (300 ml) General Type Mug Mug Capacity 300 ml Material Ceramic Freezer Safe Yes Microwave Safe No Dimensions Diameter 8 mm Weight 330 g Height 9.5 mm Depth 8 mm In the Box Sales Package 1 Mug",493d1eb6ad7a48a926092bf994cd0bb0.jpg,Kitchen & Dining,Coffee Mugs,AKUP Coffee Mugs,AKUP i-love-my-mom Ceramic Mug (300 ml),5,Dataset\Images\493d1eb6ad7a48a926092bf994cd0bb0.jpg,2
3388d05e88972ff9f3e1321dc0cfdc28,"Key Features of AKUP keep-calm Ceramic Mug Pack of 1 Mug,AKUP keep-calm Ceramic Mug (300 ml) Price: Rs. 259 AKUP Ceramic coffee mugs gives you the best quality printed mugs which you can gift to your loved ones. We provide good quality of products with packing. Coffee mugs made of ceramic clay with the volume capacity of 300ml each. You can buy it for yourself to make your moment unforgettable forever. Specifications Product Dimensions: Mugs - Height: 9.5 cms, Diameter: 8 cms. Item Type: Coffee Mug Color: Multi-Color Material: Clay Finish: Glossy Specialty: Lovely Style Wash care: Remove dirt by using a soft fabric to clean and then wipe with a moist cloth. Disclaimer: The fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality. Brand: AKUP designs & co,Specifications of AKUP keep-calm Ceramic Mug (300 ml) General Type Mug Mug Capacity 300 ml Material Ceramic Freezer Safe Yes Microwave Safe No Dimensions Diameter 8 mm Weight 330 g Height 9.5 mm Depth 8 mm In the Box Sales Package 1 Mug",3388d05e88972ff9f3e1321dc0cfdc28.jpg,Kitchen & Dining,Coffee Mugs,AKUP Coffee Mugs,AKUP keep-calm Ceramic Mug (300 ml),5,Dataset\Images\3388d05e88972ff9f3e1321dc0cfdc28.jpg,2
d1899ab1d5c79ddaa311bc9f04d198ed,"Key Features of D-Link DAP1320 QRS app(iOS,Android),Specifications of D-Link DAP1320 (White) Speed Wireless Speed 300 Mbps DSL Modem Speed 300 Mbps General Brand D-Link In The Box Extender Plug Model DAP1320 Type Range Extenders/Repeaters Color White Warranty Covered in Warranty No damage Warranty Summary 3years Service Type No damage Not Covered in Warranty damaged will not repair Dimensions Weight 69 g Connectivity Number of Antennae 2 Number of USB Ports 0 Antennae Internal Supported Protocols Standard IEEE IEEE 802.11n/g/b Operating Conditions Operating Humidity Operating: 10% to 90% non-condensing // Storage: 5% to 95% non-condensing Temperature Operating: 0 to 40 °C (32 to 104 °F)//Storage: -20 to 65 °C (-4 to 149 °F) degree C Additional Features Certification FCC, IC, CE",d1899ab1d5c79ddaa311bc9f04d198ed.jpg,Computers,Network Components,Routers,D-Link Routers,2,Dataset\Images\d1899ab1d5c79ddaa311bc9f04d198ed.jpg,0
e7cab08a267e815c72a26513222783e0,"Key Features of AKUP league-of-legends Ceramic Mug Pack of 1 Mug,AKUP league-of-legends Ceramic Mug (300 ml) Price: Rs. 259 AKUP Ceramic coffee mugs gives you the best quality printed mugs which you can gift to your loved ones. We provide good quality of products with packing. Coffee mugs made of ceramic clay with the volume capacity of 300ml each. You can buy it for yourself to make your moment unforgettable forever. Specifications Product Dimensions: Mugs - Height: 9.5 cms, Diameter: 8 cms. Item Type: Coffee Mug Color: Multi-Color Material: Clay Finish: Glossy Specialty: Lovely Style Wash care: Remove dirt by using a soft fabric to clean and then wipe with a moist cloth. Disclaimer: The fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality. Brand: AKUP designs & co,Specifications of AKUP league-of-legends Ceramic Mug (300 ml) General Type Mug Mug Capacity 300 ml Material Ceramic Freezer Safe Yes Microwave Safe No Dimensions Diameter 8 mm Weight 330 g Height 9.5 mm Depth 8 mm In the Box Sales Package 1 Mug",e7cab08a267e815c72a26513222783e0.jpg,Kitchen & Dining,Coffee Mugs,AKUP Coffee Mugs,AKUP league-of-legends Ceramic Mug (300 ml),5,Dataset\Images\e7cab08a267e815c72a26513222783e0.jpg,2
02a53d335775b652f22f41b529b9d646,"Key Features of Suave Naturals Everlasting Sunshine Conditioner Ideal For: Boys, Girls Applied For: Conditioning Hair Condition: Damaged Hair Hair Type: Dry Hair,Specifications of Suave Naturals Everlasting Sunshine Conditioner (665 ml) Conditioner Traits Hair Condition Damaged Hair Hair Type Dry Hair Applied For Conditioning Ideal For Boys, Girls General Traits Brand Suave Quantity 665 ml Model Name Naturals Everlasting Sunshine Conditioner In the Box 1 Conditioner",02a53d335775b652f22f41b529b9d646.jpg,Beauty and Personal Care,Hair Care,Conditioners,Suave Conditioners,1,Dataset\Images\02a53d335775b652f22f41b529b9d646.jpg,3
69446af66066146718cd569f87e99fff,"Key Features of AKUP life-is-not-living Ceramic Mug Pack of 1 Mug,AKUP life-is-not-living Ceramic Mug (300 ml) Price: Rs. 259 AKUP Ceramic coffee mugs gives you the best quality printed mugs which you can gift to your loved ones. We provide good quality of products with packing. Coffee mugs made of ceramic clay with the volume capacity of 300ml each. You can buy it for yourself to make your moment unforgettable forever. Specifications Product Dimensions: Mugs - Height: 9.5 cms, Diameter: 8 cms. Item Type: Coffee Mug Color: Multi-Color Material: Clay Finish: Glossy Specialty: Lovely Style Wash care: Remove dirt by using a soft fabric to clean and then wipe with a moist cloth. Disclaimer: The fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality. Brand: AKUP designs & co,Specifications of AKUP life-is-not-living Ceramic Mug (300 ml) General Type Mug Mug Capacity 300 ml Material Ceramic Freezer Safe Yes Microwave Safe No Dimensions Diameter 8 mm Weight 330 g Height 9.5 mm Depth 8 mm In the Box Sales Package 1 Mug",69446af66066146718cd569f87e99fff.jpg,Kitchen & Dining,Coffee Mugs,AKUP Coffee Mugs,AKUP life-is-not-living Ceramic Mug (300 ml),5,Dataset\Images\69446af66066146718cd569f87e99fff.jpg,2
b4d35b6536b623c83b293eb3a1c02bba,"Key Features of RoQ Slim Multimedia 105key Flexible Wired USB Flexible Keyboard Size: Handheld,RoQ Slim Multimedia 105key Flexible Wired USB Flexible Keyboard (White) Price: Rs. 399 Working Environment. It Fits Easily In Your Briefcase Or Backpack. The Keyboard Can Be Cleaned With Water, Alcohol Or Disinfectant To Help Prevent The Spread Of The Disease And Germs. It Is Suitable For Public Place Use Such As School, Restaurant, Or Hospital Where Clean Keyboard Is A Requirement. This Sealed Keyboard Can Be Easily Cleaned, Also Good For Use In Dusty Area Such As Factory, Or Outdoor. Quiet Keystroke Is A Good Match For Library Use. If You Are Not Used To This Keyboard, You May Push These Keys A Tiny Bit Harder To Get Output. Dustproof Washable Usb Plug Weight: 0.45lbs (200g) Operation Temperature Is -20c- +60c. Storage Temperature Is -30c - +70c,Specifications of RoQ Slim Multimedia 105key Flexible Wired USB Flexible Keyboard (White) General Specifications Interface Wired USB Brand RoQ Model Slim Multimedia 105key Flexible Sales Package 1 keyboard Type Flexible Keyboard Model Name Slim Multimedia Flexible Keyboard Color White Size Handheld Warranty Covered in Warranty Manufacturing Damage Warranty Summary 10 day's Replacement Warranty Service Type Replacement Not Covered in Warranty Physical Damage",b4d35b6536b623c83b293eb3a1c02bba.jpg,Computers,Tablet Accessories,Keyboards,RoQ Keyboards,2,Dataset\Images\b4d35b6536b623c83b293eb3a1c02bba.jpg,6
f01140c02fd09e5c56312a64fa8db3da,"Key Features of Cookart Elegant S.S. Handi With Hot Pot Pack of 4 Casserole Set Pack of 4 Cook and Serve Casserole,Cookart Elegant S.S. Handi With Hot Pot Pack of 4 Casserole Set (1500 ml, 2.25 L) Price: Rs. 699 Cookart introduces a perfect fusion of style and durability, this 4 piece stainless steel casserole & handi set will be a perfect addition to your kitchen. This set is made of the finest quality stainless steel material. The high quality material also take care of your health and hygiene. Handi Capacity: 0.500 ML, 0.750ML, 1 L,Specifications of Cookart Elegant S.S. Handi With Hot Pot Pack of 4 Casserole Set (1500 ml, 2.25 L) Care and Use Features Microwave Safe No General Brand Cookart Casserole Type Cook and Serve Casserole Model Number ECH1 Type Casserole Set Model Name Elegant S.S. Handi With Hot Pot Material Stainless Steel Capacity 1500 ml, 2.25 L Color Silver Body and Design Features Lid Included Yes Non-stick Coating No In the box Sales Package 1 Casserole, 3 Handi Pack of 4",f01140c02fd09e5c56312a64fa8db3da.jpg,Kitchen & Dining,Cookware,Casserole & Sets,Cookart Casserole & Sets,5,Dataset\Images\f01140c02fd09e5c56312a64fa8db3da.jpg,6
6329ddb46087cb8c09ced95471dd9643,"Key Features of JRB 1038 Smallest Mobile Powered By OTG Enabled Android Smart Phone Portable 1038 USB Fan System Requirements: OTG Enabled Android Smart Phone Material: Plastic,Specifications of JRB 1038 Smallest Mobile Powered By OTG Enabled Android Smart Phone Portable 1038 USB Fan (Multicolor) General Brand JRB Type USB Fan Model Name 1038 Smallest Mobile Powered By OTG Enabled Android Smart Phone Material Plastic System Requirements OTG Enabled Android Smart Phone Model ID Portable 1038 Color Multicolor In the Box Sales Package 1 MICRO USB FAN",6329ddb46087cb8c09ced95471dd9643.jpg,Computers,Laptop Accessories,USB Gadgets,JRB USB Gadgets,2,Dataset\Images\6329ddb46087cb8c09ced95471dd9643.jpg,0
7e6ae1b372e8e0b509b83ba3658b8107,"Key Features of JRB 1033 Smallest Mobile Powered By OTG Enabled Android Smart Phone Portable 1033 USB Fan System Requirements: OTG Enabled Android Smart Phone Material: Plastic,Specifications of JRB 1033 Smallest Mobile Powered By OTG Enabled Android Smart Phone Portable 1033 USB Fan (Multicolor) General Brand JRB Type USB Fan System Requirements OTG Enabled Android Smart Phone Material Plastic Model Name 1033 Smallest Mobile Powered By OTG Enabled Android Smart Phone Model ID Portable 1033 Color Multicolor In the Box Sales Package 1 MICRO USB FAN",7e6ae1b372e8e0b509b83ba3658b8107.jpg,Computers,Laptop Accessories,USB Gadgets,JRB USB Gadgets,2,Dataset\Images\7e6ae1b372e8e0b509b83ba3658b8107.jpg,0
